MCS.ID	synonyms	gene.ID	gene.symbol	uniprot	species	MCS	location.literature.	cell.line.tissue	Experimental.Method	source.number	PMID-1	Description-1	Evidences-1	PMID-2	Description-2	Evidences-2	PMID-3	Description-3	Evidences-3	PMID-4	Description-4	Evidences-4	PMID-5	Description-5	Evidences-5	PMID-6	Description-6	Evidences-6	PMID-7	Description-7	Evidences-7	PMID-8	Description-8	Evidences-8	PMID-9	Description-9	Evidences-9	PMID-10	Description-10	Evidences-10	PMID-11	Description-11	Evidences-11	PMID-12	Description-12	Evidences-12
HMCS00947	SNU13; NHP2L1	4809	SNU13	P55769	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Mass-spectrometric techniques	2	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00948	GFER; ALR; HERV1; HPO	2671	GFER	P55789	Human	ER-MT; MT-ER	MT	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00949	OXCT1; OXCT; SCOT	5019	OXCT1	P55809	Human	ER-MT; MT-ER	MT	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00950	ATP5MF; ATP5J2; ATP5JL	9551	ATP5MF	P56134	Human	ER-MT; MT-ER	MT	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00951	TPTE	7179	TPTE	P56180	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00952	MARS1; MARS	4141	MARS1	P56192	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00953	ITGA1	3672	ITGA1	P56199	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells	Mass-spectrometric techniques	1	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00954	ATP5F1E; ATP5E	514	ATP5F1E	P56381	Human	ER-MT; MT-ER	MT	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00955	ATP5ME; ATP5I; ATP5K	521	ATP5ME	P56385	Human	ER-MT; MT-ER	MT	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00956	NDUFA6; LYRM6; NADHB14	4700	NDUFA6	P56556	Human	ER-MT; MT-ER	MT	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00957	JAM2; C21orf43; VEJAM; UNQ219/PRO245	58494	JAM2	P57087	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00958	NUP107	57122	NUP107	P57740	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00959	INHBE	83729	INHBE	P58166	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00960	MLF1	4291	MLF1	P58340	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00961	MTPN	136319	MTPN	P58546	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Mass-spectrometric techniques	2	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00962	GNG2	54331	GNG2	P59768	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00963	ARPC4; ARC20	10093	ARPC4	P59998	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00964	CD81; TAPA1; TSPAN28	975	CD81	P60033	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00965	SEC61G	23480	SEC61G	P60059	Human	ER-MT; MT-ER	ER	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00966	TPI1; TPI	7167	TPI1	P60174	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00967	MYL6	4637	MYL6	P60660	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00968	PRPS1	5631	PRPS1	P60891	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00969	S100A10; ANX2LG; CAL1L; CLP11	6281	S100A10	P60903	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Mass-spectrometric techniques	2	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00970	CDC42	998	CDC42	P60953	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00971	RAB8A; MEL; RAB8	4218	RAB8A	P61006	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00972	SPCS3; SPC22; UNQ1841/PRO3567	60559	SPCS3	P61009	Human	ER-MT; MT-ER	ER	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00973	RAB4B; PP1596	53916	RAB4B	P61018	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00974	RAB2A; RAB2	5862	RAB2A	P61019	Human	ER-MT; MT-ER	ER	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00975	RAB5B	5869	RAB5B	P61020	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Mass-spectrometric techniques	2	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00976	UBE2N; BLU	7334	UBE2N	P61088	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00977	RAB14	51552	RAB14	P61106	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00978	ACTR3; ARP3	10096	ACTR3	P61158	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00979	ACTR2; ARP2	10097	ACTR2	P61160	Human	ER-MT; MT-ER	NA	Huh7 cells; Huh7.5 cells; PH5CH8 cells; Human testis	Mass-spectrometric techniques	2	25734423	Our results demonstrate that there are many proteins changing in expression on the MAM during RNA virus infection. Many of these proteins are differentially regulated during SenV and HCV but are found to be in a physical interaction network, suggesting that these proteins are co-regulated during the antiviral response.	The protein was detected by LC-MS/MS and proteomics data analysis in Huh7 cells, Huh7.5 cells, PH5CH8 cells.	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMCS00980	ACTR1A; CTRN1	10121	ACTR1A	P61163	Human	ER-MT; MT-ER	NA	Human testis	Mass-spectrometric techniques	1	29785746	By Andromeda search engine against the decoy UniProt-mouse database and Swiss-Prot human database, which yielded 2,808 proteins from mouse testes (mT),2,478 proteins from mouse brain (mB) and 2,155 proteins from human testes (hT).	The protein was detected by TEM and LC -MS/MS analyses in human testis.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
