"","group_id","desc","varname"
"21622","1182","CDC5L core complex","SNEV"
"4250","1183","CDC5L complex","SFI1"
"4251","1183","CDC5L complex","PPM1D"
"4252","1183","CDC5L complex","PLRG1"
"4253","1183","CDC5L complex","SF3B1"
"4254","1183","CDC5L complex","BCAS2"
"4255","1183","CDC5L complex","SNRPA"
"4256","1183","CDC5L complex","SNRPA1"
"4257","1183","CDC5L complex","HSPA8"
"4258","1183","CDC5L complex","TOP2A"
"4259","1183","CDC5L complex","TCF4"
"4260","1183","CDC5L complex","SFPQ"
"4261","1183","CDC5L complex","RBMX"
"4262","1183","CDC5L complex","PPP1CA"
"4263","1183","CDC5L complex","SNRPD1"
"4264","1183","CDC5L complex","SNRPD2"
"4265","1183","CDC5L complex","SNRPD3"
"4266","1183","CDC5L complex","PRKDC"
"4267","1183","CDC5L complex","SRSF2"
"4268","1183","CDC5L complex","SRSF1"
"4269","1183","CDC5L complex","ILF2"
"4270","1183","CDC5L complex","SF3B2"
"4271","1183","CDC5L complex","DYNC1H1"
"4272","1183","CDC5L complex","SF3B4"
"4273","1183","CDC5L complex","BZW1"
"4274","1183","CDC5L complex","SRRM1"
"4275","1183","CDC5L complex","GCN1"
"4276","1183","CDC5L complex","CDC5L"
"4277","1183","CDC5L complex","CWC15"
"4278","1183","CDC5L complex","PRPF19"
"4279","1183","CDC5L complex","SCAF8"
"21623","1183","CDC5L complex","KIAA0542"
"21624","1183","CDC5L complex","WIP1"
"21626","1183","CDC5L complex","SAP155"
"21627","1183","CDC5L complex","DAM1"
"21630","1183","CDC5L complex","HSC70"
"21632","1183","CDC5L complex","HSP73"
"21634","1183","CDC5L complex","HSPA10"
"21635","1183","CDC5L complex","TOP2"
"21636","1183","CDC5L complex","BHLHB19"
"21637","1183","CDC5L complex","ITF2"
"21638","1183","CDC5L complex","SEF2"
"21639","1183","CDC5L complex","PSF"
"21640","1183","CDC5L complex","HNRPG"
"21641","1183","CDC5L complex","RBMXP1"
"21642","1183","CDC5L complex","PPP1A"
"21644","1183","CDC5L complex","SNRPD1"
"21646","1183","CDC5L complex","HYRC"
"21648","1183","CDC5L complex","HYRC1"
"21649","1183","CDC5L complex","SFRS2"
"21650","1183","CDC5L complex","ASF"
"21651","1183","CDC5L complex","SF2"
"21652","1183","CDC5L complex","SF2P33"
"21653","1183","CDC5L complex","SFRS1"
"21654","1183","CDC5L complex","NF45"
"21655","1183","CDC5L complex","SAP145"
"21656","1183","CDC5L complex","DHC1"
"21658","1183","CDC5L complex","DNCH1"
"21660","1183","CDC5L complex","DNCL"
"21662","1183","CDC5L complex","DNECL"
"21663","1183","CDC5L complex","DYHC"
"21665","1183","CDC5L complex","KIAA0325"
"21666","1183","CDC5L complex","SAP49"
"21667","1183","CDC5L complex","BZAP45"
"21668","1183","CDC5L complex","KIAA0005"
"21669","1183","CDC5L complex","SRM160"
"21670","1183","CDC5L complex","GCN1L1"
"21671","1183","CDC5L complex","KIAA0219"
"21672","1183","CDC5L complex","KIAA0432"
"21673","1183","CDC5L complex","PCDC5RP"
"21674","1183","CDC5L complex","C11orf5"
"21675","1183","CDC5L complex","NMP200"
"21676","1183","CDC5L complex","PRP19"
"21677","1183","CDC5L complex","SNEV"
"21678","1183","CDC5L complex","CCAP7"
"21679","1183","CDC5L complex","KIAA1116"
"21680","1183","CDC5L complex","RBM16"
"4280","1185","EGFR-containing signaling complex","PIK3C2A"
"4281","1185","EGFR-containing signaling complex","PIK3C2B"
"4282","1185","EGFR-containing signaling complex","EGFR"
"4283","1185","EGFR-containing signaling complex","ERBB2"
"21683","1185","EGFR-containing signaling complex","ERBB"
"21685","1185","EGFR-containing signaling complex","ERBB1"
"21687","1185","EGFR-containing signaling complex","HER1"
"21688","1185","EGFR-containing signaling complex","HER2"
"21690","1185","EGFR-containing signaling complex","MLN19"
"21692","1185","EGFR-containing signaling complex","NEU"
"21694","1185","EGFR-containing signaling complex","NGL"
"4284","1186","ESCRT-III complex","CHMP2A"
"4285","1186","ESCRT-III complex","CHMP1B"
"4286","1186","ESCRT-III complex","CHMP4C"
"4287","1186","ESCRT-III complex","CHMP6"
"4288","1186","ESCRT-III complex","CHMP4A"
"4289","1186","ESCRT-III complex","CHMP4B"
"4290","1186","ESCRT-III complex","CHMP1A"
"4291","1186","ESCRT-III complex","CHMP5"
"4292","1186","ESCRT-III complex","CHMP2B"
"4293","1186","ESCRT-III complex","CHMP3"
"21695","1186","ESCRT-III complex","BC2"
"21696","1186","ESCRT-III complex","CHMP2"
"21697","1186","ESCRT-III complex","C18orf2"
"21698","1186","ESCRT-III complex","SHAX3"
"21699","1186","ESCRT-III complex","VPS20"
"21700","1186","ESCRT-III complex","C14orf123"
"21701","1186","ESCRT-III complex","SHAX2"
"21702","1186","ESCRT-III complex","C20orf178"
"21703","1186","ESCRT-III complex","SHAX1"
"21704","1186","ESCRT-III complex","CHMP1"
"21705","1186","ESCRT-III complex","KIAA0047"
"21706","1186","ESCRT-III complex","PCOLN3"
"21707","1186","ESCRT-III complex","PRSM1"
"21708","1186","ESCRT-III complex","C9orf83"
"21709","1186","ESCRT-III complex","SNF7DC2"
"21711","1186","ESCRT-III complex","CGI149"
"21712","1186","ESCRT-III complex","NEDF"
"21713","1186","ESCRT-III complex","VPS24"
"4294","1187","ESCRT-II complex","VPS36"
"4295","1187","ESCRT-II complex","SNF8"
"4296","1187","ESCRT-II complex","VPS25"
"21714","1187","ESCRT-II complex","C13orf9"
"21715","1187","ESCRT-II complex","EAP45"
"21716","1187","ESCRT-II complex","EAP30"
"21717","1187","ESCRT-II complex","DERP9"
"21718","1187","ESCRT-II complex","EAP20"
"4297","1188","SMRT core complex","HDAC3"
"4298","1188","SMRT core complex","TBL1X"
"4299","1188","SMRT core complex","NCOR2"
"21720","1188","SMRT core complex","TBL1"
"21721","1188","SMRT core complex","SMRT"
"21723","1188","SMRT core complex","CTG26"
"4300","1189","DNA double-strand break end-joining complex","NBN"
"4301","1189","DNA double-strand break end-joining complex","XRCC6"
"4302","1189","DNA double-strand break end-joining complex","XRCC5"
"4303","1189","DNA double-strand break end-joining complex","LIG4"
"4304","1189","DNA double-strand break end-joining complex","MRE11A"
"4305","1189","DNA double-strand break end-joining complex","XRCC4"
"4306","1189","DNA double-strand break end-joining complex","RAD50"
"21724","1189","DNA double-strand break end-joining complex","NBS"
"21726","1189","DNA double-strand break end-joining complex","NBS1"
"21728","1189","DNA double-strand break end-joining complex","P95"
"21729","1189","DNA double-strand break end-joining complex","G22P1"
"21731","1189","DNA double-strand break end-joining complex","KU70"
"21732","1189","DNA double-strand break end-joining complex","G22P2"
"21734","1189","DNA double-strand break end-joining complex","KU86"
"21736","1189","DNA double-strand break end-joining complex","HNGS1"
"21738","1189","DNA double-strand break end-joining complex","MRE11"
"4307","1190","NCBP-NIP1 complex","NCBP1"
"4308","1190","NCBP-NIP1 complex","NECAB3"
"21741","1190","NCBP-NIP1 complex","CBP80"
"21742","1190","NCBP-NIP1 complex","NCBP"
"21743","1190","NCBP-NIP1 complex","APBA2BP"
"21745","1190","NCBP-NIP1 complex","NIP1"
"21747","1190","NCBP-NIP1 complex","SYTIP2"
"21749","1190","NCBP-NIP1 complex","XB51"
"4309","1191","RNA pol II containing coactivator complex Tat-SF","SUPT5H"
"4310","1191","RNA pol II containing coactivator complex Tat-SF","HTATSF1"
"4311","1191","RNA pol II containing coactivator complex Tat-SF","NCL"
"4312","1191","RNA pol II containing coactivator complex Tat-SF","POLR2A"
"4313","1191","RNA pol II containing coactivator complex Tat-SF","CDK9"
"21750","1191","RNA pol II containing coactivator complex Tat-SF","SPT5"
"21752","1191","RNA pol II containing coactivator complex Tat-SF","SPT5H"
"21755","1191","RNA pol II containing coactivator complex Tat-SF","POLR2"
"21756","1191","RNA pol II containing coactivator complex Tat-SF","CDC2L4"
"21758","1191","RNA pol II containing coactivator complex Tat-SF","TAK"
"4314","1192","ESCRT-I complex","VPS37C"
"4315","1192","ESCRT-I complex","TSG101"
"4316","1192","ESCRT-I complex","VPS28"
"21759","1192","ESCRT-I complex","PML39"
"4317","1193","Rap1 complex","PARP1"
"4318","1193","Rap1 complex","XRCC6"
"4319","1193","Rap1 complex","XRCC5"
"4320","1193","Rap1 complex","MRE11A"
"4321","1193","Rap1 complex","TERF2"
"4322","1193","Rap1 complex","RAD50"
"4323","1193","Rap1 complex","TERF2IP"
"21761","1193","Rap1 complex","ADPRT"
"21762","1193","Rap1 complex","PPOL"
"21763","1193","Rap1 complex","G22P1"
"21765","1193","Rap1 complex","KU70"
"21766","1193","Rap1 complex","G22P2"
"21768","1193","Rap1 complex","KU86"
"21769","1193","Rap1 complex","HNGS1"
"21771","1193","Rap1 complex","MRE11"
"21772","1193","Rap1 complex","TRBF2"
"21774","1193","Rap1 complex","TRF2"
"21776","1193","Rap1 complex","DRIP5"
"21778","1193","Rap1 complex","RAP1"
"4324","1194","E2F-6 complex","E2F6"
"4325","1194","E2F-6 complex","GJB3"
"4326","1194","E2F-6 complex","MAX"
"4327","1194","E2F-6 complex","RING1"
"4328","1194","E2F-6 complex","TFDP1"
"4329","1194","E2F-6 complex","MGA"
"4330","1194","E2F-6 complex","YAF2"
"4331","1194","E2F-6 complex","L3MBTL2"
"4332","1194","E2F-6 complex","EHMT2"
"4333","1194","E2F-6 complex","RNF2"
"4334","1194","E2F-6 complex","PCGF6"
"4335","1194","E2F-6 complex","EHMT1"
"21780","1194","E2F-6 complex","CX31"
"21781","1194","E2F-6 complex","BHLHD4"
"21782","1194","E2F-6 complex","RNF1"
"21783","1194","E2F-6 complex","DP1"
"21784","1194","E2F-6 complex","KIAA0518"
"21785","1194","E2F-6 complex","MAD5"
"21788","1194","E2F-6 complex","BAT8"
"21790","1194","E2F-6 complex","C6orf30"
"21792","1194","E2F-6 complex","G9A"
"21794","1194","E2F-6 complex","KMT1C"
"21796","1194","E2F-6 complex","NG36"
"21797","1194","E2F-6 complex","BAP1"
"21798","1194","E2F-6 complex","DING"
"21799","1194","E2F-6 complex","HIPI3"
"21800","1194","E2F-6 complex","RING1B"
"21801","1194","E2F-6 complex","MBLR"
"21802","1194","E2F-6 complex","RNF134"
"21803","1194","E2F-6 complex","EUHMTASE1"
"21805","1194","E2F-6 complex","GLP"
"21807","1194","E2F-6 complex","KIAA1876"
"21809","1194","E2F-6 complex","KMT1D"
"4336","1195","Exon junction complex (mRNA splicing-dependent)","PRPF8"
"4337","1195","Exon junction complex (mRNA splicing-dependent)","SRRM1"
"21810","1195","Exon junction complex (mRNA splicing-dependent)","PRPC8"
"21811","1195","Exon junction complex (mRNA splicing-dependent)","SRM160"
"4338","1196","RAD51C-XRCC3 complex","RAD51C"
"4339","1196","RAD51C-XRCC3 complex","XRCC3"
"21812","1196","RAD51C-XRCC3 complex","RAD51L2"
"4340","1197","Telomere-associated protein complex","TERF1"
"4341","1197","Telomere-associated protein complex","TERF2"
"4342","1197","Telomere-associated protein complex","ACD"
"4343","1197","Telomere-associated protein complex","TINF2"
"4344","1197","Telomere-associated protein complex","POT1"
"4345","1197","Telomere-associated protein complex","TERF2IP"
"21814","1197","Telomere-associated protein complex","PIN2"
"21816","1197","Telomere-associated protein complex","TRBF1"
"21818","1197","Telomere-associated protein complex","TRF"
"21820","1197","Telomere-associated protein complex","TRF1"
"21821","1197","Telomere-associated protein complex","TRBF2"
"21823","1197","Telomere-associated protein complex","TRF2"
"21824","1197","Telomere-associated protein complex","PIP1"
"21826","1197","Telomere-associated protein complex","PTOP"
"21828","1197","Telomere-associated protein complex","TINT1"
"21830","1197","Telomere-associated protein complex","TPP1"
"21831","1197","Telomere-associated protein complex","TIN2"
"21833","1197","Telomere-associated protein complex","DRIP5"
"21835","1197","Telomere-associated protein complex","RAP1"
"4346","1198","TIN2 complex","TERF2"
"4347","1198","TIN2 complex","ACD"
"4348","1198","TIN2 complex","TINF2"
"4349","1198","TIN2 complex","POT1"
"21836","1198","TIN2 complex","TRBF2"
"21838","1198","TIN2 complex","TRF2"
"21839","1198","TIN2 complex","PIP1"
"21841","1198","TIN2 complex","PTOP"
"21843","1198","TIN2 complex","TINT1"
"21845","1198","TIN2 complex","TPP1"
"21846","1198","TIN2 complex","TIN2"
"4350","1199","Oligosaccharyltransferase complex (Stt3A variant)","RPN1"
"4351","1199","Oligosaccharyltransferase complex (Stt3A variant)","RPN2"
"4352","1199","Oligosaccharyltransferase complex (Stt3A variant)","DDOST"
"4353","1199","Oligosaccharyltransferase complex (Stt3A variant)","STT3A"
"4354","1199","Oligosaccharyltransferase complex (Stt3A variant)","DAD1"
"4355","1199","Oligosaccharyltransferase complex (Stt3A variant)","MAGT1"
"21850","1199","Oligosaccharyltransferase complex (Stt3A variant)","KIAA0115"
"21851","1199","Oligosaccharyltransferase complex (Stt3A variant)","OST48"
"21852","1199","Oligosaccharyltransferase complex (Stt3A variant)","ITM1"
"21853","1199","Oligosaccharyltransferase complex (Stt3A variant)","TMC"
"21855","1199","Oligosaccharyltransferase complex (Stt3A variant)","IAG2"
"18","12","BLOC-2 (biogenesis of lysosome-related organelles complex 2)","HPS6"
"19","12","BLOC-2 (biogenesis of lysosome-related organelles complex 2)","HPS3"
"20","12","BLOC-2 (biogenesis of lysosome-related organelles complex 2)","HPS5"
"12330","12","BLOC-2 (biogenesis of lysosome-related organelles complex 2)","AIBP63"
"12331","12","BLOC-2 (biogenesis of lysosome-related organelles complex 2)","KIAA1017"
"347","120","Lymphotoxin beta receptor complex","LTA"
"348","120","Lymphotoxin beta receptor complex","LTBR"
"349","120","Lymphotoxin beta receptor complex","LTB"
"12965","120","Lymphotoxin beta receptor complex","TNFB"
"12966","120","Lymphotoxin beta receptor complex","TNFSF1"
"12967","120","Lymphotoxin beta receptor complex","D12S370"
"12968","120","Lymphotoxin beta receptor complex","TNFCR"
"12969","120","Lymphotoxin beta receptor complex","TNFR3"
"12970","120","Lymphotoxin beta receptor complex","TNFRSF3"
"12971","120","Lymphotoxin beta receptor complex","TNFC"
"12972","120","Lymphotoxin beta receptor complex","TNFSF3"
"4356","1200","Oligosaccharyltransferase complex (Stt3B variant)","RPN1"
"4357","1200","Oligosaccharyltransferase complex (Stt3B variant)","RPN2"
"4358","1200","Oligosaccharyltransferase complex (Stt3B variant)","DDOST"
"4359","1200","Oligosaccharyltransferase complex (Stt3B variant)","DAD1"
"4360","1200","Oligosaccharyltransferase complex (Stt3B variant)","TUSC3"
"4361","1200","Oligosaccharyltransferase complex (Stt3B variant)","STT3B"
"4362","1200","Oligosaccharyltransferase complex (Stt3B variant)","MAGT1"
"21858","1200","Oligosaccharyltransferase complex (Stt3B variant)","KIAA0115"
"21859","1200","Oligosaccharyltransferase complex (Stt3B variant)","OST48"
"21861","1200","Oligosaccharyltransferase complex (Stt3B variant)","N33"
"21862","1200","Oligosaccharyltransferase complex (Stt3B variant)","SIMP"
"21863","1200","Oligosaccharyltransferase complex (Stt3B variant)","IAG2"
"4363","1201","TRF1-TIN2 complex","TERF1"
"4364","1201","TRF1-TIN2 complex","ACD"
"4365","1201","TRF1-TIN2 complex","TINF2"
"4366","1201","TRF1-TIN2 complex","POT1"
"21864","1201","TRF1-TIN2 complex","PIN2"
"21866","1201","TRF1-TIN2 complex","TRBF1"
"21868","1201","TRF1-TIN2 complex","TRF"
"21870","1201","TRF1-TIN2 complex","TRF1"
"21871","1201","TRF1-TIN2 complex","PIP1"
"21873","1201","TRF1-TIN2 complex","PTOP"
"21875","1201","TRF1-TIN2 complex","TINT1"
"21877","1201","TRF1-TIN2 complex","TPP1"
"21878","1201","TRF1-TIN2 complex","TIN2"
"4367","1202","TRF1 telomere length regulation complex","TNKS"
"4368","1202","TRF1 telomere length regulation complex","TERF1"
"4369","1202","TRF1 telomere length regulation complex","TINF2"
"21880","1202","TRF1 telomere length regulation complex","PARP5A"
"21881","1202","TRF1 telomere length regulation complex","PARPL"
"21882","1202","TRF1 telomere length regulation complex","TIN1"
"21883","1202","TRF1 telomere length regulation complex","TINF1"
"21884","1202","TRF1 telomere length regulation complex","TNKS1"
"21885","1202","TRF1 telomere length regulation complex","PIN2"
"21887","1202","TRF1 telomere length regulation complex","TRBF1"
"21889","1202","TRF1 telomere length regulation complex","TRF"
"21891","1202","TRF1 telomere length regulation complex","TRF1"
"21892","1202","TRF1 telomere length regulation complex","TIN2"
"4370","1204","Rap1 complex","TERF1"
"4371","1204","Rap1 complex","TERF2"
"4372","1204","Rap1 complex","RAD50"
"4373","1204","Rap1 complex","ACD"
"4374","1204","Rap1 complex","TINF2"
"4375","1204","Rap1 complex","POT1"
"4376","1204","Rap1 complex","TERF2IP"
"21893","1204","Rap1 complex","PIN2"
"21895","1204","Rap1 complex","TRBF1"
"21897","1204","Rap1 complex","TRF"
"21899","1204","Rap1 complex","TRF1"
"21900","1204","Rap1 complex","TRBF2"
"21902","1204","Rap1 complex","TRF2"
"21904","1204","Rap1 complex","PIP1"
"21906","1204","Rap1 complex","PTOP"
"21908","1204","Rap1 complex","TINT1"
"21910","1204","Rap1 complex","TPP1"
"21911","1204","Rap1 complex","TIN2"
"21913","1204","Rap1 complex","DRIP5"
"21915","1204","Rap1 complex","RAP1"
"4377","1205","TRF2-Rap1 complex III","TERF2"
"4378","1205","TRF2-Rap1 complex III","TERF2IP"
"21916","1205","TRF2-Rap1 complex III","TRBF2"
"21918","1205","TRF2-Rap1 complex III","TRF2"
"21919","1205","TRF2-Rap1 complex III","DRIP5"
"21921","1205","TRF2-Rap1 complex III","RAP1"
"4379","1206","TRF-Rap1 complex I, 2MD","TNKS"
"4380","1206","TRF-Rap1 complex I, 2MD","TERF1"
"4381","1206","TRF-Rap1 complex I, 2MD","TERF2"
"4382","1206","TRF-Rap1 complex I, 2MD","TINF2"
"4383","1206","TRF-Rap1 complex I, 2MD","POT1"
"4384","1206","TRF-Rap1 complex I, 2MD","TERF2IP"
"21922","1206","TRF-Rap1 complex I, 2MD","PARP5A"
"21923","1206","TRF-Rap1 complex I, 2MD","PARPL"
"21924","1206","TRF-Rap1 complex I, 2MD","TIN1"
"21925","1206","TRF-Rap1 complex I, 2MD","TINF1"
"21926","1206","TRF-Rap1 complex I, 2MD","TNKS1"
"21927","1206","TRF-Rap1 complex I, 2MD","PIN2"
"21929","1206","TRF-Rap1 complex I, 2MD","TRBF1"
"21931","1206","TRF-Rap1 complex I, 2MD","TRF"
"21933","1206","TRF-Rap1 complex I, 2MD","TRF1"
"21934","1206","TRF-Rap1 complex I, 2MD","TRBF2"
"21936","1206","TRF-Rap1 complex I, 2MD","TRF2"
"21937","1206","TRF-Rap1 complex I, 2MD","TIN2"
"21939","1206","TRF-Rap1 complex I, 2MD","DRIP5"
"21941","1206","TRF-Rap1 complex I, 2MD","RAP1"
"4385","1207","TRF2-Rap1 complex II","TERF2"
"4386","1207","TRF2-Rap1 complex II","TINF2"
"4387","1207","TRF2-Rap1 complex II","POT1"
"4388","1207","TRF2-Rap1 complex II","TERF2IP"
