Protein IDs,Compartment,Gene names,Normalized Map profiles,Fraction MAP1_01K,Fraction MAP1_03K,Fraction MAP1_06K,Fraction MAP1_12K,Fraction MAP1_24K,Fraction MAP1_80K,Fraction MAP2_01K,Fraction MAP2_03K,Fraction MAP2_06K,Fraction MAP2_12K,Fraction MAP2_24K,Fraction MAP2_80K,Fraction MAP3_01K,Fraction MAP3_03K,Fraction MAP3_06K,Fraction MAP3_12K,Fraction MAP3_24K,Fraction MAP3_80K,SVM predictions,Actin binding proteins,ER,Endosome,Ergic/ cisGolgi,Golgi,Large Protein Complex,Lysosome,Mitochondrion,Nuclear pore complex,Peroxisome,Plasma membrane,Protein IDs,Compartment Marker,Gene names,PredictionMax probability,Prediction Winner,Multiple Prediction Winners?,Classification,Confidence
Q86WC4,undefined,OSTM1,,0.025510781,0.07347859,0.364640801,0.353406004,0.086897512,0.096066313,0,0.07134664,0.365861276,0.416512876,0.089659578,0.05661963,0,0.10387555,0.372693585,0.309474639,0.149440928,0.064515299,,0.006469234,0.005829314,0.089967112,0.006379497,0.01197221,0.021201578,0.816068503,0.021431141,0.006137792,0.007765822,0.006777797,Q86WC4, ,OSTM1,0.816,Lysosome,no,Lysosome,High
Q8NFJ5,undefined,GPRC5A,,0.016103171,0.119992253,0.428007455,0.355205138,0.058873392,0.021818591,0.021392614,0.091958199,0.424114166,0.383062402,0.058101731,0.021370889,0.024270808,0.097899758,0.401964977,0.367748249,0.082650586,0.025465623,,0.005916418,0.007229362,0.1020808,0.005972074,0.010251529,0.013586389,0.812896597,0.017602124,0.005510981,0.011702384,0.007251341,Q8NFJ5, ,GPRC5A,0.813,Lysosome,no,Lysosome,High
Q9NP58,undefined,ABCB6,,0.03081614,0.104757443,0.346343342,0.342166482,0.123943754,0.05197284,0.036570289,0.092539407,0.349222457,0.342425814,0.121392952,0.057849081,0.033279368,0.100458298,0.33316465,0.351218798,0.124048543,0.057830344,,0.002570786,0.002959484,0.159279065,0.002476815,0.003869667,0.002319076,0.812504036,0.003659053,0.002703226,0.005323912,0.00233488,Q9NP58, ,ABCB6,0.813,Lysosome,no,Lysosome,High
P50897,Lysosome,PPT1,,0.020724236,0.143441804,0.459626055,0.311604927,0.050532342,0.014070635,0.026553672,0.132191055,0.444583731,0.315691561,0.059562556,0.021417425,0.025884512,0.133840574,0.473443147,0.284349483,0.063467766,0.019014519,,0.005535097,0.027325412,0.096330892,0.006228384,0.009947499,0.013747715,0.779065705,0.015367826,0.005267699,0.032579122,0.008604649,P50897,Lysosome,PPT1,0.779,Lysosome,no,Lysosome,Medium
Q9HAT2,Lysosome,SIAE,,0.190767764,0.100506484,0.318564035,0.30140312,0.066730208,0.02202839,0,0.102510888,0.423391978,0.326949987,0.089455948,0.057691199,0.121062744,0.102943398,0.276035811,0.272520179,0.060311121,0.167126747,,0.005540593,0.029806288,0.096965046,0.006300058,0.010060269,0.013209331,0.777144719,0.016097165,0.005409078,0.030388097,0.009079356,Q9HAT2,Lysosome,SIAE,0.777,Lysosome,no,Lysosome,Medium
P51798,Lysosome,CLCN7,,0.04297154,0.105634441,0.295986689,0.356626803,0.127801723,0.070978804,0.036817912,0.10242049,0.349860063,0.32691714,0.121513018,0.062471377,0.039921916,0.078980655,0.348988922,0.347694157,0.127311902,0.057102449,,0.00297586,0.00275492,0.195244982,0.002986927,0.004554266,0.00286157,0.772334148,0.004907144,0.00312563,0.005919191,0.002335363,P51798,Lysosome,CLCN7,0.772,Lysosome,no,Lysosome,Medium
P20933,undefined,AGA,,0.06596191,0.116796833,0.388106045,0.302871568,0.084073051,0.042190592,0.105553282,0.0957485,0.362797049,0.281492154,0.085785575,0.06862344,0.208594134,0.106332587,0.30282598,0.251259478,0.037466287,0.093521534,,0.003388567,0.066660524,0.055585119,0.003596369,0.006570974,0.007269451,0.771516984,0.008342501,0.00364526,0.069034865,0.004389386,P20933, ,AGA,0.772,Lysosome,no,Lysosome,Medium
Q9NQ84,undefined,GPRC5C,,0.049499042,0.180164885,0.382888966,0.32364857,0.063798536,0,0.067440644,0.120177382,0.383720425,0.364857067,0.063804483,0,0,0.078425862,0.45826232,0.269994017,0.088846684,0.104471117,,0.005800979,0.032086672,0.105599497,0.005418867,0.009897131,0.013805299,0.763890367,0.017753511,0.005829121,0.032082244,0.007836313,Q9NQ84, ,GPRC5C,0.764,Lysosome,no,Lysosome,Medium
P28799,undefined,GRN,,0.042911021,0.133786449,0.338529466,0.350578161,0.093591154,0.040603749,0.059657436,0.1228055,0.308161623,0.340486031,0.112491663,0.056397746,0.034819419,0.150009716,0.353011665,0.299391946,0.109722395,0.053044861,,0.002363256,0.02198894,0.16934571,0.002389134,0.003323949,0.002450709,0.749343494,0.003403475,0.002678958,0.037916247,0.004796127,P28799, ,GRN,0.749,Lysosome,no,Lysosome,Medium
P17050,Lysosome,NAGA,,0.044541906,0.124731813,0.337110213,0.356600636,0.092763039,0.044252393,0.099098996,0.139634635,0.35473218,0.284637117,0.075287291,0.046609781,0.340623323,0.09571124,0.235560006,0.240157148,0.051210912,0.036737372,,0.006313781,0.050200527,0.082995119,0.007777806,0.0149855,0.017145565,0.749255106,0.030000976,0.005994638,0.020101127,0.015229853,P17050,Lysosome,NAGA,0.749,Lysosome,no,Lysosome,Medium
P06865,Lysosome,HEXA,,0.036202653,0.156723773,0.377300366,0.258987381,0.091131373,0.079654454,0.034937705,0.122141819,0.354481815,0.330980381,0.089783551,0.067674728,0.048800185,0.133577787,0.388274327,0.306134946,0.079473535,0.04373922,,0.002902296,0.028156656,0.085677042,0.0033143,0.004773738,0.005084909,0.746934393,0.004418344,0.003234517,0.110138485,0.005365321,P06865,Lysosome,HEXA,0.747,Lysosome,no,Lysosome,Medium
Q8N1F8,undefined,STK11IP,,0.097184769,0.092172698,0.32764828,0.304028011,0.118673142,0.0602931,0.127556215,0.106820345,0.38557007,0.250700401,0.079689361,0.049663608,0.084567156,0.11797604,0.384882112,0.231548583,0.069820151,0.111205958,,0.004128156,0.0529444,0.108040808,0.003881267,0.006722111,0.006960532,0.719925912,0.008291736,0.004647224,0.079150869,0.005306986,Q8N1F8, ,STK11IP,0.720,Lysosome,no,Lysosome,Medium
Q99519,Lysosome,NEU1,,0.05864084,0.155046958,0.326206514,0.307242943,0.056398687,0.096464058,0.073736717,0.139365672,0.370672725,0.272943942,0.081510557,0.061770387,0.039023718,0.131552589,0.37017127,0.339438476,0.056074672,0.063739275,,0.002908108,0.023264228,0.068273608,0.002502469,0.004287917,0.003692608,0.719428747,0.004254438,0.003486106,0.164377911,0.00352386,Q99519,Lysosome,NEU1,0.719,Lysosome,no,Lysosome,Medium
Q9H6Y7,undefined,RNF167,,0,0.117111022,0.409627213,0.297863385,0.108971429,0.066426952,0.106004504,0.081482613,0.343340841,0.312478528,0.100740543,0.055952972,0.222759787,0.107428161,0.333582167,0.242924774,0.093305111,0,,0.005967671,0.042652851,0.12765174,0.007034069,0.014410078,0.014601353,0.678779665,0.019403692,0.006067865,0.07275057,0.010680447,Q9H6Y7, ,RNF167,0.679,Lysosome,no,Lysosome,Medium
Q7Z4F1,undefined,LRP10,,0.022824243,0.13554862,0.359378942,0.278714554,0.071734324,0.131799318,0,0.159497686,0.359126997,0.376545594,0.071128181,0.033701543,0.04898745,0.105583325,0.354021358,0.384112687,0.10729518,0,,0.00722383,0.015291286,0.134913427,0.007331638,0.012850559,0.021064468,0.675882147,0.023330915,0.007147422,0.082905651,0.012058657,Q7Z4F1, ,LRP10,0.676,Lysosome,no,Lysosome,Medium
P04114,undefined,APOB,,0.032703148,0.078484883,0.328234297,0.400697097,0.119391216,0.040489358,0.021878738,0.072805011,0.377356876,0.400040231,0.092261338,0.035657807,0.028706349,0.077537585,0.346463037,0.406389057,0.10121729,0.039686682,,0.008132262,0.007910341,0.209112859,0.007032099,0.015123427,0.023988259,0.667840147,0.034215824,0.007459835,0.010110117,0.009074831,P04114, ,APOB,0.668,Lysosome,no,Lysosome,Medium
Q96DM3,undefined,RMC1,,0.026033625,0.084621528,0.343792924,0.333847972,0.150441347,0.061262604,0.039066473,0.086930815,0.315229721,0.370125446,0.13300502,0.055642526,0.028023143,0.073535081,0.35390052,0.344067533,0.142821963,0.057651761,,0.003922402,0.003811763,0.304463036,0.004159816,0.006555537,0.006407397,0.648498619,0.009165285,0.003815759,0.005198727,0.004001659,Q96DM3, ,RMC1,0.648,Lysosome,no,Lysosome,Low
P02649,undefined,APOE,,0.071765976,0.063150146,0.339411859,0.392371212,0.100957817,0.03234299,0.05511834,0.103621686,0.314048931,0.386706568,0.097939695,0.04256478,0.065945678,0.07915364,0.345220765,0.383245696,0.111283912,0.01515031,,0.005379369,0.006665062,0.320950576,0.004339011,0.00886509,0.009718027,0.603150385,0.017740689,0.005143121,0.01217418,0.005874491,P02649, ,APOE,0.603,Lysosome,no,Lysosome,Low
Q9C0H2,undefined,TTYH3,,0.04412774,0.156306126,0.412199002,0.295561329,0.071174548,0.020631256,0.03240733,0.156755499,0.398912736,0.306063075,0.06901243,0.03684893,0.034834669,0.142753737,0.396523427,0.321063335,0.071817008,0.033007824,,0.004768874,0.063033137,0.059675002,0.004923246,0.007061148,0.008726313,0.592361944,0.008537497,0.004908582,0.239899067,0.006105191,Q9C0H2, ,TTYH3,0.592,Lysosome,no,Lysosome,Low
Q9UM22,undefined,EPDR1,,0.037509955,0.159167714,0.357894001,0.300398424,0.087883679,0.057146226,0.040216688,0.134480856,0.360806035,0.28937266,0.127410203,0.047713558,0.057515308,0.134415797,0.372983017,0.265052759,0.113297647,0.056735472,,0.003653802,0.070636275,0.106819453,0.004993937,0.006059124,0.006013019,0.585312287,0.005708264,0.003958862,0.199672767,0.007172209,Q9UM22, ,EPDR1,0.585,Lysosome,no,Lysosome,Low
P53801,undefined,PTTG1IP,,0.016516055,0.188107704,0.460254282,0.226966843,0.04318779,0.064967325,0.020214642,0.1072982,0.41676989,0.314958889,0.082150043,0.058608336,0.018571356,0.100563732,0.516393405,0.221547198,0.094433203,0.048491106,,0.0100712,0.047886873,0.145055759,0.010699652,0.022981692,0.06159948,0.584730335,0.052759508,0.009641434,0.036793782,0.017780287,P53801, ,PTTG1IP,0.585,Lysosome,no,Lysosome,Low
Q9Y2Q5,Lysosome,LAMTOR2,,0.013043929,0.097025694,0.334795381,0.348698546,0.137257979,0.069178471,0.03508755,0.089643388,0.311163332,0.3704454,0.121464572,0.072195758,0.032119781,0.094317621,0.253576127,0.315419155,0.182593071,0.121974246,,0.00344402,0.00518471,0.380703101,0.00551307,0.005808516,0.006911062,0.573136976,0.007108278,0.003333575,0.003984907,0.004871785,Q9Y2Q5,Lysosome,LAMTOR2,0.573,Lysosome,no,Lysosome,Low
P02794,undefined,FTH1,,0,0.152245434,0.405851387,0.284520757,0.112387763,0.04499466,0.078583865,0.079540585,0.319876528,0.298053826,0.119223112,0.104722085,0.080990453,0.177621234,0.383960667,0.213070025,0.115213855,0.029143766,,0.005433341,0.127728358,0.159028836,0.008077367,0.012624843,0.018041306,0.568128986,0.014630623,0.005756735,0.06600556,0.014544044,P02794, ,FTH1,0.568,Lysosome,no,Lysosome,Low
O14773,Lysosome,TPP1,,0.065073702,0.109903167,0.31462376,0.298251562,0.103223742,0.108924068,0.073572318,0.153943475,0.339942003,0.297818755,0.066439448,0.068284002,0.105270893,0.152020087,0.343982265,0.228399096,0.093345174,0.076982487,,0.003714296,0.066580275,0.068777324,0.005898473,0.005687817,0.006812843,0.566310097,0.005363348,0.004016916,0.257092189,0.009746421,O14773,Lysosome,TPP1,0.566,Lysosome,no,Lysosome,Low
O00560,undefined,SDCBP,,0.067157901,0.124865051,0.344475853,0.313577263,0.101029705,0.048894228,0.070315058,0.140908669,0.354495208,0.308191899,0.083653832,0.042435334,0.065923525,0.132782033,0.339040117,0.30224638,0.102349083,0.057658862,,0.003212148,0.045848739,0.117199569,0.003612219,0.004154507,0.003719052,0.562997324,0.004593904,0.003578333,0.246012498,0.005071706,O00560, ,SDCBP,0.563,Lysosome,no,Lysosome,Low
Q99538,undefined,LGMN,,0.035009224,0.147305685,0.315214544,0.376075306,0.062038086,0.064357156,0.067017039,0.129792876,0.323996915,0.251278674,0.079138485,0.148776011,0,0.149230848,0.520241489,0.255487833,0.07503983,0,,0.011648406,0.040238866,0.16417203,0.010126491,0.022898302,0.064245763,0.556936373,0.062613938,0.012009229,0.036666668,0.018443933,Q99538, ,LGMN,0.557,Lysosome,no,Lysosome,Low
Q9NV92,undefined,NDFIP2,,0.077939393,0.129098254,0.306120406,0.273050114,0.135011671,0.078780163,0.050381854,0.101757363,0.338994825,0.312750887,0.121160027,0.074955044,0.085880558,0.089365274,0.370748493,0.287010358,0.100715744,0.066279573,,0.002685897,0.024665835,0.341103623,0.004726981,0.004092677,0.003714837,0.547344902,0.003932152,0.002895248,0.059990039,0.004847808,Q9NV92, ,NDFIP2,0.547,Lysosome,no,Lysosome,Low
P34059,undefined,GALNS,,0.034930937,0.158656904,0.367713694,0.360025813,0.061041778,0.017630875,0.02646329,0.204803058,0.402769927,0.273591323,0.063724598,0.028647805,0.031101093,0.140676741,0.397749108,0.28775331,0.074786789,0.067932959,,0.008036858,0.111204483,0.053552799,0.00830408,0.012239608,0.016908147,0.520094269,0.016580882,0.008286752,0.23327172,0.011520403,P34059, ,GALNS,0.520,Lysosome,no,Lysosome,Low
P09972,undefined,ALDOC,,0.040289477,0.1491445,0.363615822,0.26457112,0.136716838,0.045662244,0.053362222,0.073508932,0.358208918,0.323675927,0.144281844,0.046962157,0.044310585,0.066322637,0.33755194,0.321795545,0.170582315,0.059436978,,0.003192031,0.014587873,0.434505172,0.004516738,0.006018734,0.005037194,0.498914684,0.00688027,0.003279232,0.018058289,0.005009784,P09972, ,ALDOC,0.499,Lysosome,Endosome;Lysosome,Endosome OR Lysosome,Low
O00584,undefined,RNASET2,,0.028277341,0.151415131,0.438738128,0.272901093,0.070704503,0.037963806,0.043338779,0.167325517,0.454284898,0.232593868,0.069190068,0.03326687,0.038105533,0.154052578,0.395916339,0.339342802,0.046621909,0.02596084,,0.008865439,0.104419526,0.073645924,0.00919391,0.015901387,0.024182285,0.486236669,0.022570477,0.008775286,0.233807323,0.012401773,O00584, ,RNASET2,0.486,Lysosome,no,Lysosome,Low
P17405,undefined,SMPD1,,0.081210446,0.140928488,0.38679691,0.312422649,0.078641508,0,0.099312787,0.055306773,0.280335956,0.416416601,0.080404545,0.068223338,0.050922298,0.15917942,0.297347076,0.348746733,0.082885478,0.060918996,,0.005949802,0.037394342,0.405404789,0.005132784,0.009516755,0.015604484,0.444905036,0.021977776,0.005901643,0.033838395,0.014374192,P17405, ,SMPD1,0.445,Lysosome,Endosome;Lysosome,Endosome OR Lysosome,Low
P54802,Lysosome,NAGLU,,0.045504995,0.12812344,0.294319533,0.313897503,0.117418584,0.100735947,0.101490234,0.186032532,0.279842812,0.230918993,0.094070465,0.107644964,0.065522525,0.138743607,0.314517811,0.2707473,0.099454837,0.11101392,,0.005074578,0.149766511,0.280839302,0.014976772,0.007194654,0.013858029,0.431676,0.006595107,0.004946613,0.05874374,0.026328695,P54802,Lysosome,NAGLU,0.432,Lysosome,no,Lysosome,Low
O14832,undefined,PHYH,,0.05355838,0.171644859,0.270634948,0.341822521,0.11027951,0.052059784,0.057824782,0.16495029,0.295947778,0.191403774,0.104143824,0.185729553,0.067456658,0.169934826,0.376928824,0.271568047,0.114111646,0,,0.007816987,0.185373111,0.209309636,0.015813727,0.016709446,0.029197171,0.399837826,0.023380249,0.00757653,0.053524723,0.051460593,O14832, ,PHYH,0.400,Lysosome,no,,Best Guess
O95158,undefined,NXPH4,,0.040515908,0.134306389,0.346557268,0.330568937,0.040284193,0.107767305,0.17992965,0.111667814,0.258575964,0.375668506,0,0.074158066,0.050127168,0.171787968,0.373851645,0.176638676,0.183407106,0.044187437,,0.012664049,0.100872611,0.20912483,0.014906075,0.023642019,0.07463317,0.382556617,0.072450974,0.012708099,0.055212519,0.041229036,O95158, ,NXPH4,0.383,Lysosome,no,,Best Guess
P08962,undefined,CD63,,0.01808661,0.105641905,0.3576575,0.354201286,0.094348575,0.070064125,0.015574379,0.058195152,0.383750914,0.361813555,0.105429267,0.075236734,0,0.102993004,0.54742077,0.14730721,0.128171827,0.07410719,,0.016048501,0.034548042,0.226310181,0.015277126,0.034829331,0.119002828,0.364744071,0.124858792,0.015029445,0.021282355,0.028069328,P08962, ,CD63,0.365,Lysosome,no,,Best Guess
Q8N357,undefined,SLC35F6,,0,0.142660645,0.540236464,0.165600818,0.106354474,0.0451476,0.024160494,0.085823034,0.362064232,0.303809327,0.141820231,0.082322683,0.027237108,0.14242602,0.381863922,0.283730704,0.110191651,0.054550596,,0.011632032,0.078839839,0.267723336,0.012406493,0.030691874,0.0925439,0.344030364,0.087957876,0.011148423,0.037840507,0.025185356,Q8N357, ,SLC35F6,0.344,Lysosome,no,,Best Guess
Q9H2V7,undefined,SPNS1,,0.049172177,0.104948859,0.355905006,0.31639851,0.104963926,0.068611522,0.021246968,0.102406557,0.392119111,0.2751662,0.114148862,0.094912302,0.055109707,0.09705833,0.247553269,0.209719814,0.068112335,0.322446545,,0.010935795,0.090695122,0.233815043,0.014063025,0.023969669,0.21235533,0.296799899,0.069626495,0.010684231,0.018053617,0.019001775,Q9H2V7, ,SPNS1,0.297,Lysosome,no,,Best Guess
Q9NR77,undefined,PXMP2,,0,0.191186371,0.350427311,0.21559543,0.079400737,0.163390152,0.095754154,0.148879466,0.387420955,0.164011741,0.107838756,0.096094928,0.065020937,0.116307441,0.289970847,0.306772571,0.117049843,0.104878361,,0.011903959,0.123560947,0.210531019,0.028127612,0.034028455,0.144082199,0.23650494,0.041144317,0.011049189,0.109160353,0.04990701,Q9NR77, ,PXMP2,0.237,Lysosome,no,,Best Guess
P52209,undefined,PGD,,0.121684556,0.143928399,0.118983822,0.187677103,0.213969388,0.213756732,0.136396346,0.147521458,0.125376007,0.18291227,0.215752717,0.192041203,0.121488448,0.208756712,0.114609833,0.162461285,0.201860808,0.190822915,,0.000299737,0.000737233,0.000569529,0.000343545,0.000434291,0.994656992,0.00062673,0.001029762,0.000545831,0.000400539,0.000355809,P52209, ,PGD,0.995,Large Protein Complex,no,Large Protein Complex,Very High
P12081,undefined,HARS,,0.11572387,0.167473152,0.137675244,0.154199538,0.172981869,0.251946327,0.110097669,0.208987038,0.138376785,0.160191666,0.18430634,0.198040502,0.122353048,0.203941439,0.141435742,0.135324082,0.181695737,0.215249952,,0.000277374,0.000502146,0.000938557,0.000418353,0.000516714,0.994514427,0.000479879,0.001205527,0.000560293,0.000319651,0.000267079,P12081, ,HARS,0.995,Large Protein Complex,no,Large Protein Complex,Very High
Q9H2J4,undefined,PDCL3,,0.135732752,0.17301737,0.133557319,0.175458737,0.160534427,0.221699395,0.126740077,0.183995617,0.137501722,0.163138722,0.171644875,0.216978986,0.128751564,0.218740394,0.11870935,0.147845314,0.161719366,0.224234013,,0.000249196,0.000519021,0.001964651,0.000285079,0.000327366,0.994414403,0.000509891,0.000671643,0.000527794,0.000311137,0.00021982,Q9H2J4, ,PDCL3,0.994,Large Protein Complex,no,Large Protein Complex,Very High
O95163,undefined,ELP1,,0.130375605,0.190876498,0.128096685,0.16112538,0.186568974,0.20295686,0.135720283,0.203259615,0.124786525,0.157516243,0.181387328,0.197330007,0.136576588,0.193817369,0.116348082,0.148891645,0.174038717,0.230327598,,0.000327893,0.000628141,0.001622827,0.000255825,0.000364798,0.994379939,0.000588356,0.000719495,0.000537052,0.000350539,0.000225134,O95163, ,ELP1,0.994,Large Protein Complex,no,Large Protein Complex,Very High
Q6IA86,undefined,ELP2,,0.152365642,0.16803642,0.135362672,0.164039846,0.182885847,0.197309574,0.135448302,0.179320939,0.132224305,0.150370659,0.200180908,0.202454887,0.134487618,0.22466742,0.113095146,0.15324733,0.173504101,0.200998384,,0.000379334,0.000616071,0.001328805,0.000260894,0.000387802,0.994360108,0.000586137,0.000911528,0.000524883,0.000361306,0.000283132,Q6IA86, ,ELP2,0.994,Large Protein Complex,no,Large Protein Complex,Very High
P23381,undefined,WARS,,0.118948461,0.150417051,0.115127498,0.168434811,0.208740436,0.238331743,0.135902012,0.158731748,0.109214752,0.169383122,0.217696049,0.209072317,0.129330012,0.17854356,0.112940983,0.157421406,0.20020181,0.221562229,,0.000313226,0.000767724,0.000640866,0.000323238,0.000495905,0.994318287,0.000656706,0.001179372,0.000551393,0.000405751,0.000347532,P23381, ,WARS,0.994,Large Protein Complex,no,Large Protein Complex,Very High
P54577,undefined,YARS,,0.141868603,0.142365833,0.130066938,0.17141232,0.196213522,0.218072784,0.136183974,0.175622557,0.124090347,0.164450832,0.201856873,0.197795417,0.140915583,0.198222922,0.126403863,0.162655975,0.183392183,0.188409475,,0.000299678,0.000641425,0.001575033,0.00026628,0.000350619,0.994310693,0.000555936,0.000800551,0.000505933,0.000369269,0.000324584,P54577, ,YARS,0.994,Large Protein Complex,no,Large Protein Complex,Very High
Q92888,undefined,ARHGEF1,,0.129983565,0.140330073,0.132056943,0.179322178,0.212414698,0.205892544,0.141163206,0.164988364,0.121985099,0.170622193,0.200692728,0.20054841,0.129477616,0.176687296,0.112238532,0.169391497,0.201946815,0.210258244,,0.000261171,0.000704425,0.001878293,0.000270072,0.000344603,0.99400454,0.000591733,0.000792325,0.000507836,0.000366913,0.00027809,Q92888, ,ARHGEF1,0.994,Large Protein Complex,no,Large Protein Complex,Very High
P61158,undefined,ACTR3,,0.133592401,0.156800436,0.121227815,0.144797699,0.210095058,0.23348659,0.126183054,0.168775321,0.117347407,0.169927052,0.206829144,0.210938023,0.13562831,0.165432124,0.117818652,0.14766489,0.222641939,0.210814086,,0.000388317,0.000769973,0.000760268,0.000363192,0.000522572,0.993810892,0.000653857,0.00141949,0.000554163,0.000409798,0.000347479,P61158, ,ACTR3,0.994,Large Protein Complex,no,Large Protein Complex,Very High
Q2M2I8,undefined,AAK1,,0.119020879,0.164577522,0.13473777,0.139894214,0.201850041,0.239919574,0.123979045,0.17014998,0.137921507,0.155804109,0.198432786,0.213712574,0.129629945,0.17491631,0.13295481,0.154779564,0.199980676,0.207738694,,0.000372042,0.000547382,0.001331913,0.000422823,0.000463841,0.993788255,0.000521378,0.001383481,0.000531323,0.00034316,0.000294404,Q2M2I8, ,AAK1,0.994,Large Protein Complex,no,Large Protein Complex,Very High
